Text,Actual,Predicted
cuba still commie hellhole obama ’ “ normalization ” year slammer “ social dangerousness ” know obama would love throw disagree jail well cuban government increased detention political dissenter since normalization relation communist country basically given cuba money oppress people big fat nothingburger cuban human right national reconciliation commission ccdhrn said thursday cuba government detained people political reason march highest number past seven month noticeable trend toward increasing repressive activity kind ccdhrn said monthly report time also identify case people suffered form political repression including physical attack police harassment vandalism hostile demonstration exercise civil political right still crime group said noting cuban penal code still includes offense called precriminal social dangerousness punishable four year prisonthe country unlikely see improvement respect fundamental civil political right result government inflexible posture opposition effort proposal leading urgent judicial economic political reform cuban people need deserve commission said read latin american herald,0,1
breaking republican majority house cave obama…narrowly pass tpa bill thought election result would provide america check balance u lawmaker narrowly approved legislation key securing hallmark pacific trade deal thursday partly reversing defeat le week boost president barack obama goal strengthening u economic tie asiathe house representative voted give white house authority close trade deal nation transpacific partnership tpp encompasses percent global economy close completionbut bill strippeddown version legislation failed vote last week must go back senate approval vote likely next weekthe house wrestling week fasttrack authority let lawmaker set negotiating objective trade deal tpp restricts yesorno vote finished agreementdemocrats last week dramatically rejected personal appeal obama back legislation central hallmark pacific rim trade deal voting companion measure renew expiring program help worker hurt tradethe trade package consists three basic componentsthat measure cut bill approved thursday change original legislation ensures return senate delaying final passage furtherin debate vote many democrat lined house floor voice anger obama trade initiative thing modeled nafta north american free trade agreement cost u million job said veteran democratic representative louise slaughterrelated coverage house speaker confident pretty good place trade vote republican weary long struggle pas fasttrack urged house vote move enacting trade promotion authority critical economy national security going get done today way mean committee chairman paul ryan republican saidclock tickingdemocratic senator ron wyden told reuters protrade democrat determined pas fasttrack worker aid program working plan achieve goalhouse speaker john boehner said hoped senate would soon take fasttrack worker aid program would tacked bill renewing trade benefit african countriesbut member congressional black caucus warned using bill bargaining chip house democratic leader nancy pelosi voted fasttrack said see path forward worker aid programmany democrat strong link trade union fear trade deal tpp cost u job employer chase lower cost signatory countriesthe house vote good sign tpp would harmonize standard issue like intellectual property labor protection lower trade barrier among dozen emerging developed countriesapproval tpp would open new market major u exporter boeing ban ford fn ibm ibmn caterpillar catn merck mrkn cisco cscoo policy analyst saidnegotiators pressure finish pact already five year making allow tpp clear congress u presidential election campaign dominate agendademocratic presidential frontrunner hillary clinton yet take stand deal former secretary state said obama take board legitimate concern expressed fellow democratssome tpp partner country including japan canada want fast track place making final offer trade deal economist estimate would boost global economy almost billion yeartrade deal controversial united state share export gross domestic product roughly half china partly country past experience naftathat pact freed trade united state canada mexico two decade later blamed many u factory closure job loss soured sentiment toward tpp,0,1
germany election bombshell open border angela merkel clobbered polls…party suggested germany may need start shooting migrant border win double digit appears obama ally angela merkel popular muslim migrant male citizen germany german voter turned far right drove yesterday damning verdict angela merkel open door border policy regional election humiliated antiimmigrant afd alternative germany partyformed three year ago surged popularity following mr merkel decision roll red carpet million migrantsanalysts said regional poll mr merkel ruling christian democrat lost two three state worst case scenario embattled chancellor ahead general election next yearthe timing made virtual referendum germany refugee policy also seen indictment failure europe ruling class acknowledge public fear migrationmrs merkel welcome arrival syria part middle east north africa caused chaos across continentinitially incomers greeted crowd wellwishers faced sheer number public opinion soured outrage gang migrant men involved organised sex attack woman cologne city new year eveone one eu state thrown border fence stop flow arrival leading slow collapse schengen passportfree zone viadmwatch incredible video explains german chancellor angela merkel getting hammered poll germanygerman chancellor angela merkel party suffered major setback key state poll sunday liberal refugee policy rightwing populist afd recorded surge scooped support angry votersmerkel christian democratic union cdu lost two three state regional election scored historic low stronghold badenwuerttemberg came second place green according projection based early result published public broadcaster ard zdfthe populist alternative germany afd sparked outrage suggesting police may shoot migrant stop entering country recorded doubledigit support first election stood three regionsthe election biggest since germany registered record influx refugee largely regarded referendum merkel decision open country door people fleeing warbild daily called sunday poll day horror chancellor merkel stunning popularity upstart afd clear punishment policy people voted u voted refugee policy said afd deputy chairman alexander gaulandfrauke petry l ronald glaeser rightwing populist party alternative germany afd party react state election exit poll result announced tv berlin march german watched growing alarm million asylum seeker arrived country alonedespite facing intense pressure change course merkel resolutely refused impose cap arrival insisting instead common european action includes distributing refugee among eu member state via breitbart news,0,1
memory milk bottle polish exhibition shout annihilation story warsaw ghetto warsaw reuters deeply moving exhibition archive documenting life annihilation jew nazi germany warsaw ghetto world war two go public display poland thursday could shout world exhibition first time display original document prepared hidden historian emanuel ringelblum dozen helper risked life ghetto save whatever possible posterity nazi occupier corralled jew small section warsaw sent camp killed died condition ghetto ghetto destroyed nazi attempting deportation met fierce opposition month long uprising exhibition mark completion many year work organize translate archive often decipher document partly damaged ringelblum three aide perished holocaust deep rubble burntdown ghetto left oneofakind meticulous chronicle extermination want help shout said find language make archive wellknown accessible said pawel spiewak head jewish historical institute warsaw exhibition held ringelblum archive consisting page survived war destruction warsaw ghetto metal case two metal milk bottle recovered respectively ringelblum archive assigned memory world status unesco along polish document original manuscript composer frederic chopin treatise astronomer nicolaus copernicus want show archive deserves title spiewak said shown people see archive include document polish german yiddish nazi proclamation jewish appeal ghetto ration card tram ticket private letter photograph depicting life ghetto,1,0
irma update latest look hurricane strengthens cat … ’ great danger florida key ’ hurricane irma moving little west category hurricane ready hit florida first great danger florida key sunday storm surge expected foot please pray people floridairma hit key sundaymeteorologists expect powerful hurricane hit sunshine state et sunday obviously hurricane irma continues threat going devastate united state brock long administrator federal emergency management agency fema said press conference friday morning going couple rough day storm first downgraded category category earlier friday morning pm et friday predicted hit u category fourth time ever category hit u mainland pm et friday hurricane moving west mph located mile southeast miami government official along national hurricane center cautioned irma extremely dangerous maximum sustained wind mph strong enough bring power pole uproot tree rip roof home preparation predicted powerful hurricane hit united state year estimated million people given mandatory evacuation order florida georgiathe traffic leaving florida bumper bumpera business owner cutting price instead gougingread dm,0,1
russia response trump leak report dont read u newspaper reuters russian foreign ministry spokeswoman tuesday advised people ’ read american newspaper response u medium report president donald trump disclosed classified intelligence meeting russian official spokeswoman maria zakharova said received dozen message asking report denied white house “ guy reading american newspaper ” wrote facebook page “ ’ read put various us ’ read lately ’ become harmful dangerous ”,1,0
waiting green card indian visaholders see hope trump review san francisco reuters gokul gunasekaran offered full scholarship graduate program electrical engineering stanford university saw chance lifetime grown chennai india solid job offer large oil company getting undergraduate degree came america instead got stanford degree work engineer data science startup silicon valley past five year waiting green card would give full legal right permanent resident meantime holding pattern hb visa permit live work united state allow easily switch job start company “ nobrainer came country ’ kind regretting taking scholarship ” said gunasekaran also vice president nonprofit group called immigration voice represents immigrant waiting green card immigration voice estimate million hb visa holder country waiting green card many india waiting decade many immigrant welcomed president donald trump ’ executive order week federal department overseeing program review move may lead hb visa awarded highestpaying highestskilled job rather random lottery hope meritbased hb might lead meritbased green card “ think le random great ” said guru hariharan ceo founder boomerang commerce ecommerce startup hariharan previously executive amazoncom inc ebay inc spent year waiting green card started company soon got green card path naturalization hariharan expects become u citizen soon hb visa aimed foreign national occupation generally require specialized knowledge science engineering computer programming u government us lottery award visa yearly randomly distributes another graduate student worker hb green card system technically separate many immigrant india see intimately connected number green card go people born country capped percent total without regard large small country ’ population big backlog indianborn people line given size india ’ population billion number native united state waiting green card leaf many immigrant stuck hb visa wait say make almost like “ indentured servant ” said gaurav mehta hb holder work financial industry mehta usborn son could forced take family back india time loses job find another quickly “ ’ never country ” mehta said son “ ’ choice go nobody like live constant fear ” hb visa tied specific employer must apply visa sponsor employee specific job laid visa application switch employer visa holder must secure paperwork current employer find another employer willing take visa hb holder suspect employer purposely seek indian immigrant know end waiting green card afraid leave employer changing green card system away country cap meritbased system would require act congress executive also worry allocating hb green card based salary would done counter argument immigrant undercut american worker would hurt startup afford high wage meantime hb holder like nitin pachisia founding partner venture capital firm called unshackled venture taking practical measure firm specializes taking care legal paperwork hb holder start company process possible tricky pachisia hopeful change hb visa program could revive interest making entire system hb visa green card eventual citizenship meritbased focused immigrant likely start company create job “ purpose highskilled immigration program bring talented people let ’ use lens perspective ’ good thing focus talented ’ say entrepreneurial people ” said version story refiled add missing word “ startup ” paragraph two,1,0
trump get skewered clinton find support tv emmy award los angeles reuters u presidential election draw near television ’ star ’ hold back opinion sunday ’ emmy award taking jab republican nominee donald trump others voiced support democratic hopeful hillary clinton opening monologue emmy host jimmy kimmel called producer mark burnett producer reality series “ apprentice ” “ celebrity apprentice ” donald trump hosted saying “ blame trump phenomenon guy ” “ donald trump get elected build wall first person throwing mark burnett ” kimmel said setting political tone show day america elect next president burnett later accepted best reality series emmy “ voice ” joked stage received call clinton criticizing kimmel giving trump “ free publicity abc ” “ ’ sure donald thrilled ’ sure ’ emailing jimmy right saying thanks free medium ” burnett told reporter backstage trump known rapidfire response twitter nothing say emmy sunday night winning best comedy actress fifth consecutive time hbo ’ “ veep ” julia louisdreyfus play flawed u president selina meyer show said “ want personally apologize current political climate ” “ think ‘ veep ’ torn wall comedy politics show started political satire feel like sobering documentary ” said stage “ master none ” star aziz ansari penned essay june new york time entitled “ trump make scared family ” quipped stage “ ’ decided ’ going trump ” “ ’ recommending get rid muslim mexican people ceremony would much easier oscar ” muslim indianamerican actor joked hinting controversy lack diversity film ’ oscar award “ mum dad need escorted immediately ” added backstage “ transparent ” creator jill soloway best directing comedy series criticized trump “ otherizing people ” “ blame muslim mexican problem otherizing capital need called every chance get one dangerous monster ever approach lifetime ” soloway said “ saturday night live ” star kate mckinnon best supporting comedy actress thanked clinton one people play nbc sketch series got loud cheer crowd response clinton tweeted “ congratulation emmy kate big fan ” photo mckinnon character clinton,1,0
morocco mule woman scratch living spanish enclave border melilla spain reuters winding earlymorning queue jemaa laalaoua hunch kg lb kitchenware back waiting cross back morocco spanish enclave melilla yearold mother eight one thousand moroccan eke living walking load merchandise melilla northern moroccan province nador good including metal kettle laalaoua carrying counted personal luggage taxed allowing small markup shipped sold across morocco average earn dirham per trip carrying anywhere kg say laalaoua day never know much make work backbreaking fraught risk trader died stampede tight border crossing say prayer morning brace day knowing come dead alive laalaoua say lift undergarment display bruise leg spanish civil guard truncheon say beaten attempting advance towards front queue one civil guard melilla available comment laalaoua finally get narrowly caged border crossing weave crowd drop cargo inside bustling beni ansar market rushing back melilla warehouse load last trip day local address nador province allowed cross melilla without visa spend day spanish enclave cross five hour day four day week total crossing daily according spanish border police practice going decade dominated single mother known locally mule woman struggled make living elsewhere unemployment climbed woman increasingly found competition young men morning woman report bos task transporting assigned quantity good coordinating warehouse owner shipper crowd hundred swell thousand people wait spanish guard open border gate male trader fight woman shout scream jostle place crush manage make two three crossing border shuts merchandise span everything simple household good towel toilet paper soap illicit ware including alcohol plastic bag banned morocco since last year laalaoua life nearly km mile border waking prepare commute foot taxi bus husband mohammed zoubah fell ill six year ago forcing laalaoua become primary breadwinner strong protecting household say may god bless patience,1,0
democrat thank harry reid replacing justice scalia neil gorsuch video senate majority leader harry reid used nuclear option call vote change rule senate simple majority call three democrat voting opposition rule change eliminated ability filibuster presidential nominee except united state supreme court way reid said former president barack obama supported reid rule change citing republican used filibuster often historical average order prevent confirmation nomineeswatch democrat explain need nuclear option necessary senate minority leader mitch mcconnell vowed revenge hoped recoup majority senate upcoming election successfully reid decision proved bear short term benefit democrat set precedent mcconnell apply option push president donald trump nominee supreme court neil gorsuch observerthanks encouraged consider filibuster reform done senator harry reid senatorreid november mcconnell recently promised kill filibuster legislation though politico reported argued using nuclear option confirm supreme court nominee neil gorsuch later week merely restores custom senate war judicial nomination flared george w bush administration nuclear option averted several bush court pick reid use allowed several trump nominee barely get confirmation senate simple majority republican used power change rule apply simple majority rule supreme court nomination,0,1
report fbi director comey blocked obama administration last summer supposed russian “ influence ” election comey would likely pitched oped new york timesdemocrats intel committee continue assertion russian meddling zero evidence itthe question collusion russian interest trump campaign continues despite repeated assertion president spokesman link exists evidence emerging show complicitywhite house press secretary sean spicer dismissed inquiry matter tuesday saying every single person briefed said ad nauseam podium clear connection president staff anyone anything russia senate intel including mark warner want look shiny object distract distract distract real crime spying americansleaders senate intelligence committee announced wednesday expanding investigation russia interference u presidential campaign beyond vowing remain independent get bottom amid mounting controversy similar probe house sidethe senator announced scheduling interview reviewing thousand sensitive document prepared issue subpoena necessarymichael flynn fired national security adviser emerged lied preinauguration contact russian official staff clear spicer put neither identified target investigation ruled outa close adviser trump soninlaw jared kushner agreed talk lawmaker russia allegation trump associate volunteered interviewed house senate intelligence committee wellvia fox news,0,1
highlight reuters interview trump washington reuters highlight reuters oval office interview u president donald trump wednesday whether aware son donald trump jr meeting russian lawyer “ ’ know couple day ago heard ’ know ” whether wished known son meeting “ look campaign actually always thought ’ win honest ’ winning whole life honest started campaign nonpolitician many people skeptical ’ people know ’ many skeptical wild time would meet many people ” “ meeting person come sits leaf quickly minute meeting guess ’ hearing many people many political pro said everybody would got call said ‘ listen information hillary dnc ’ whatever said people going take meeting think ” “ think many people would held meeting ” “ understand took place russia fever russia fever back beginning campaign le russia fever ” “ phony politician democrat watched last couple day – phony act holierthanthou thing happened would taken meeting heartbeat ” “ first question first minute said ‘ ’ said ‘ absolutely ’ asked second time totally different way said ‘ absolutely ’ ” “ somebody say ’ found interesting point ” “ look something happened find ’ allow thing like happen election process something happened find ” “ find get bottom ’ going ’ even slightest suspicion election process ” “ everybody agrees impact vote election important say make sure nothing could ever happen election process ” “ feel trust anybody ok ’ suspicious person person go around trusting lot people ’ leader russia second powerful nuclear power earth leader united state love country love country ’ russia president xi – long meeting hour great relationship ’ china ’ united state ’ country thing way thing ’ worked ” “ productive meeting including fact think good shot piece piece getting syria stop fighting ultimately ukraine thing including destruction terrorist know ” “ ’ sitting putin good two hour minute good meeting one thing brought ceasefire said ‘ ’ got solve problem syria ukraine way ’ happened sat worked ceasefire way minute ago totally holding ’ four day four day ’ sound like lot ’ never ceasefire lasted ’ putin told opposed somebody nobody ever heard putin agreed fourday ceasefire mean many life already saved four day ’ going go thing going go better ” “ tough president putin important relationship ’ going relationship lot life could saved like example ceasefire nobody else could gotten ” “ campaigned strong military strong border low oil price ” “ look ’ done – oil price driven ’ sending lng poland massive shipment poland ’ putin want military ’ got billion equipment anybody ever thought last budget putin ’ want – would putin want ” “ ’ really one question wish would asked putin actually supporting ” “ ’ big energy ’ good russia russia make money energy drive price energy also strong military strong military ’ also strong cyber ” “ would bet inwardly putin would ” “ mood white house fantastic ” “ done five month practically president history ” “ look iraq look syria see progress ’ made isi ’ almost complete ” “ white house functioning beautifully stock market hit new high job number best ’ year supreme court judge already confirmed energy level ’ never done military well ’ knocking hell isi obama ’ ’ thing ’ well white house functioning beautifully despite hoax made democrat ” “ problem ’ anything ’ anything ’ question defense ’ anything relationship russia said legal team ” “ frustration russia story hoax made democrat excuse losing election ’ almost impossible republican win electoral college ” “ zero coordination ’ dumbest thing ’ ever heard ’ coordination hoax made democrat ” “ greatest con job history party sits day got as kicked say ‘ huh ’ excuse ’ ” “ continues continues honestly ’ disgrace ’ bad country russian must laughing narrative bad u country ”,1,0
fema denies aid baltimore riot damage – mayor plan appeal remember mayor rawlingsblake say baltimore rioter needed room destroy federal emergency management agency denied state request disaster aid cover cost associated rioting unrest broke baltimore death freddie grayw craig fugate fema administrator wrote june letter gov larry hogan federal disaster aid appropriate event therefore must inform request major disaster declaration denied fugate wrotespokeswoman erin montgomery said friday hogan administration reviewing fema response make determination appropriate next step including possible appeal disaster declaration would allow public agency resident affected unrest seek reimbursement related costscity official reserved million cover direct cost including overtime police firefighter damage cityowned property repaying jurisdiction police assistancehoward libit spokesman mayor stephanie rawlingsblake said friday city working appeal told day appeal said working federal delegation obama administration official ass might become eligible reimbursement henry j raymond baltimore finance director said may city covering cost rainyday fund hoped federal reimbursement percent costsin request aid hogan cited baltimore preliminary estimate rioting looting april fivenight citywide curfew economic impact million included loss convention hospitality leisure spending tourism oriole game closed public moved florida read baltimore sun,0,1
breaking man rush paris police station door knife screaming “ allahu akbar ” …was another “ muslim clock boy ” appear man rushing door paris police station knife screaming allahu akbar wearing fake suicide vest garner visit france president francois hollande office france made decision take hardline muslim terrorist obama attorney general loretta lynch taken hardline american us language consider hate speech muslim idea muslim clock boy term coined able take fake bomb school become overnight celebrity victim month america tell u need know seriously left taken threat terrorism america paris police shot dead thursday man wielding knife tried enter police station shouting allahu akbar god great wearing turned fake suicide beltthe incident took place exactly one year deadly islamist militant attack charlie hebdo satirical magazine french capital also minute president francois hollande given speech another part paris mark anniversary man may wearing something could suicide belt interior ministry spokesman pierrehenry brandet told bfm tv brandet later confirmed reuters suicide belt fakefrance high alert ever since shooting last january charlie hebdo office jewish supermarket people died three dayssecurity concern heightened november people killed capital coordinated shooting suicide bombing targeted music hall bar restaurant soccer stadiumislamic state militant group control swathe iraq syria claimed responsibility nov attack several militant involved attack like last january killer frenchbornin thursday incident man tried force way police station th district northern paris area islamic state said planning hit part november attackswires protruding according colleague wanted blow official alternative police union said shouted allahu akbar wire protruding clothes police officer opened fire official said bomb disposal expert sitejournalist anna polonyi could see outside police station window flat posted photo social medium showed appeared bombdisposal robot beside bodyshe told reuters sister flat seen incident happen said police shouted man started running towards shot himlast year attack boosted popularity farright national front party ahead presidential election due speech hollande promised better equip police prevent militant attacksthe president also defended draconian security measure implemented since november socialist government shunned via reuters,0,1
comey talk real world meet protest black university washington reuters protester howard university chanted booed friday james comey ’ first public address since testified congress firing u president donald trump challenging former fbi director taste “ real world ” trying describe student protesting federal bureau investigation ’ treatment black activist began chanting civil right song “ shall moved ” comey stood podium waiting demonstrator video historically black university washington dc chant continued intensifying sometimes subsiding comey began address focused believed college campus much part called “ real world ” comey ignore shout “ rest real world place ’ hard sometimes find people listen attitude might actually convinced something ” told “ instead happens real world four row auditorium people ’ listen ” protester included huresist howard student social justice group criticized comey ’ fbi treatment black life matter activist “ get james comey ’ homie ” student chanted address “ let voice opinion white supremacy live campus ” huresist said twitter howard university official immediately respond request comment comey became lightning rod criticism democrat disclosed shortly november presidential election new trove email involving party ’ candidate hillary clinton many including clinton said believed contributed loss republican trump june congressional testimony comey accused president firing may undermine fbi ’ investigation possible collusion trump ’ campaign russia influence election howard comey soldiered comment “ real world ” may veiled criticism trump tout virtue winning also directed fury front “ ’ looking actually learn anything think ” said “ ’ place people take side rather trying understand still right side care mostly side winning ”,1,0
coincidence trump effect ford change course brings mexico plant back u trump make threat outsourcing almost like flip switched political pundit news source even business starting see trump force reckoned likely could america next president donald trump may president yet constant criticism ford outsourcing job mexico caused auto tycoon change course bring plant back united statesford moving facility originally slated mexico back united state employ factory worker struggling youngstown ohiorepublican presidential candidate donald trump recently said elected would take step make expensive manufacturer shift work mexico export item back united state help u trump said ford investment mexico campaigning michigan week mexico becoming new china ford declined comment many see good sign welcome change decade outsourcing manufacturing plant overseas,0,1
man robbed bank get away wife get ultimate punishment ripple wrote demand note front wife told rather jail home yearold man robbed bank kansa city kan avoid living wife sentenced home confinement week funnya federal judge tuesday sentenced lawrence john ripple six month home confinement three year supervised probation including hour community service ordered pay bank robbed according kansa city starripple robbed bank labor kansa city september walked bank handed note bank teller said gun give money bank teller handed ripple sat bank lobby waiting arrested policeadvertisingcourt record said ripple wrote note front wife telling would rather jail live home herchekasha ramsey ripple public defender told u district court judge carlos murguia defendant suffered depression undergoing heart surgery ripple said felt better finding right medication said prison would punishment wife star reportedvia kc,0,1
